Grid,Japanese (Kanji),Japanese (Hiragana),Romanized Japanese,Longitude,Latitude,Classification
5234,上郡町,かみごおりちょう,Kamigori Cho,134゜ 21’,34゜ 52’,Municipality
5739,神林村,かみはやしむら,Kamihayashi Mura,139゜ 27’,38゜ 10’,Municipality
5537,上市町,かみいちまち,Kamiichi Machi,137゜ 21’,36゜ 41’,Municipality
5134,上板町,かみいたちょう,Kamiita Cho,134゜ 24’,34゜ 07’,Municipality
5133,上島町,かみじまちょう,Kamijima Cho,133゜ 12’,34゜ 15’,Municipality
5132,上蒲刈島,かみかまがりじま,Kamikamagari Jima,132゜ 42’,34゜ 11’,Island
5034,上勝町,かみかつちょう,Kamikatsu Cho,134゜ 24’,33゜ 53’,Municipality
6542,上川町,かみかわちょう,Kamikawa Cho,142゜ 46’,43゜ 50’,Municipality
5234,神河町,かみかわちょう,Kamikawa Cho,134゜ 44’,35゜ 03’,Municipality
5439,神川町,かみかわまち,Kamikawa Machi,139゜ 06’,36゜ 12’,Municipality
5136,上北山村,かみきたやまむら,Kamikitayama Mura,136゜ 00’,34゜ 08’,Municipality
6040,上小阿仁村,かみこあにむら,Kamikoani Mura,140゜ 17’,40゜ 03’,Municipality
4729,上甑島,かみこしきじま,Kamikoshiki Jima,129゜ 50’,31゜ 50’,Island
4930,上峰町,かみみねちょう,Kamimine Cho,130゜ 25’,33゜ 19’,Municipality
4933,上ノ加江,かみのかえ,Kaminokae,133゜ 14’,33゜ 16’,Populated area
5439,上三川町,かみのかわまち,Kaminokawa Machi,139゜ 54’,36゜ 26’,Municipality
6240,上ノ国町,かみのくにちょう,Kaminokuni Cho,140゜ 07’,41゜ 48’,Municipality
4328,上ノ根島,かみのねじま,Kaminone Jima,128゜ 59’,28゜ 50’,Island
5032,上関町,かみのせきちょう,Kaminoseki Cho,132゜ 06’,33゜ 49’,Municipality
4629,上ノ島,かみのしま,Kaminoshima,129゜ 27’,30゜ 51’,Island
5740,上山市,かみのやまし,Kaminoyama Shi,140゜ 16’,38゜ 08’,Municipality
5437,神岡,かみおか,Kamioka,137゜ 18’,36゜ 20’,Populated area
5439,上里町,かみさとまち,Kamisato Machi,139゜ 08’,36゜ 15’,Municipality
6443,上士幌町,かみしほろちょう,Kamishihoro Cho,143゜ 17’,43゜ 13’,Municipality
4830,上島,かみしま,Kamishima,130゜ 19’,32゜ 26’,Island
5340,神栖市,かみすし,Kamisu Shi,140゜ 39’,35゜ 53’,Municipality
6541,上砂川町,かみすながわちょう,Kamisunagawa Cho,141゜ 58’,43゜ 28’,Municipality
5035,上富田町,かみとんだちょう,Kamitonda Cho,135゜ 25’,33゜ 41’,Municipality
5129,上対馬,かみつしま,Kamitsushima,129゜ 27’,34゜ 38’,Populated area
4530,上屋久町,かみやくちょう,Kamiyaku Cho,130゜ 34’,30゜ 25’,Municipality
5034,神山町,かみやまちょう,Kamiyama Cho,134゜ 21’,33゜ 58’,Municipality
3927,神山島,かみやまじま,Kamiyama Jima,127゜ 34’,26゜ 15’,Island
5438,上山田,かみやまだ,Kamiyamada,138゜ 08’,36゜ 28’,Populated area
6643,上湧別町,かみゆうべつちょう,Kamiyubetsu Cho,143゜ 34’,44゜ 09’,Municipality
5839,加茂,かも,Kamo,139゜ 44’,38゜ 45’,Populated area
5033,加茂川,かもがわ,Kamo Gawa,133゜ 09’,33゜ 55’,River
5639,加茂市,かもし,Kamo Shi,139゜ 02’,37゜ 39’,Municipality
5034,蒲生田岬,かもだみさき,Kamoda Misaki,134゜ 45’,33゜ 49’,Cape
6440,神恵内村,かもえないむら,Kamoenai Mura,140゜ 25’,43゜ 08’,Municipality
5240,鴨川市,かもがわし,Kamogawa Shi,140゜ 05’,35゜ 06’,Municipality
6240,鷗島,かもめじま,Kamome Jima,140゜ 06’,41゜ 52’,Island
4730,蒲生町,かもうちょう,Kamou Cho,130゜ 34’,31゜ 45’,Municipality
6342,神威岳,かむいだけ,Kamui Dake,142゜ 54’,42゜ 25’,Mountain
6848,神威嶽,かむいだけ,Kamui Dake,148゜ 48’,45゜ 30’,Mountain
6440,神威岬,かむいみさき,Kamui Misaki,140゜ 19’,43゜ 19’,Cape
6544,カムイヌプリ,かむいぬぷり,Kamui Nupuri,144゜ 32’,43゜ 34’,Mountain
6339,神威山,かむいやま,Kamui Yama,139゜ 26’,42゜ 09’,Mountain
6342,カムイエクウチカウシ山,かむいえくうちかうしやま,Kamuiekuuchikaushi Yama,142゜ 44’,42゜ 37’,Mountain
5438,冠着山（姨捨山）,かむりきやま（おばすてやま）,Kamuriki Yama (Obasute Yama),138゜ 06’,36゜ 28’,Mountain
5840,神室山,かむろさん,Kamuro San,140゜ 29’,38゜ 54’,Mountain
4932,叶崎,かなえざき,Kanae Zaki,132゜ 48’,32゜ 44’,Cape
5339,神奈川県,かながわけん,Kanagawa Ken,139゜ 38’,35゜ 26’,Municipality
4128,金見崎,かなみざき,Kanami Zaki,128゜ 58’,27゜ 53’,Cape
5135,河南町,かなんちょう,Kanan Cho,135゜ 37’,34゜ 29’,Municipality
5031,鹿嵐山,かならせやま,Kanarase Yama,131゜ 14’,33゜ 25’,Mountain
5436,金沢市,かなざわし,Kanazawa Shi,136゜ 39’,36゜ 33’,Municipality
6141,金津山,かなづやま,Kanazu Yama,141゜ 19’,41゜ 05’,Mountain
5030,苅田町,かんだまち,Kanda Machi,130゜ 58’,33゜ 46’,Municipality
5130,神田岬,かんだみさき,Kanda Misaki,130゜ 51’,34゜ 17’,Cape
5332,神戸川,かんどがわ,Kando Gawa,132゜ 39’,35゜ 22’,River
6841,金田ノ岬,かねだのみさき,Kanedanomisaki,141゜ 02’,45゜ 27’,Cape
5841,金ケ崎町,かねがさきちょう,Kanegasaki Cho,141゜ 06’,39゜ 11’,Municipality
4229,金川岳,かねがわだけ,Kanegawa Dake,129゜ 25’,28゜ 12’,Mountain
5639,金山町,かねやままち,Kaneyama Machi,139゜ 31’,37゜ 27’,Municipality
5840,金山町,かねやままち,Kaneyama Machi,140゜ 20’,38゜ 53’,Municipality
5030,鐘崎,かねざき,Kanezaki,130゜ 32’,33゜ 52’,Populated area
5337,可児市,かにし,Kani Shi,137゜ 03’,35゜ 25’,Municipality
5236,蟹江町,かにえちょう,Kanie Cho,136゜ 47’,35゜ 07’,Municipality
5135,上牧町,かんまきちょう,Kanmaki Cho,135゜ 43’,34゜ 33’,Municipality
5030,関門海峡,かんもんかいきょう,Kanmon Kaikyo,130゜ 51’,33゜ 57’,Sea Area
5335,冠島,かんむりじま,Kanmuri Jima,135゜ 26’,35゜ 40’,Island
5132,冠山,かんむりやま,Kanmuri Yama,132゜ 04’,34゜ 28’,Mountain
5336,冠山,かんむりやま,Kanmuri Yama,136゜ 24’,35゜ 46’,Mountain
5439,神流川,かんながわ,Kanna Gawa,139゜ 05’,36゜ 13’,River
5438,神流町,かんなまち,Kanna Machi,138゜ 55’,36゜ 06’,Municipality
5238,函南町,かんなみちょう,Kannami Cho,138゜ 56’,35゜ 05’,Municipality
3624,観音崎,かんのんさき,Kannon Saki,124゜ 05’,24゜ 21’,Cape
5239,観音崎,かんのんざき,Kannon Zaki,139゜ 45’,35゜ 15’,Cape
5232,神野瀬川,かんのせがわ,Kannose Gawa,132゜ 50’,34゜ 54’,River
5131,鹿野,かの,Kano,131゜ 48’,34゜ 13’,Populated area
5238,狩野川,かのがわ,Kano Gawa,138゜ 50’,35゜ 04’,River
5239,鹿野山,かのうざん,Kano Zan,139゜ 57’,35゜ 14’,Mountain
5129,香ノ木山,かのきやま,Kanoki Yama,129゜ 24’,34゜ 35’,Mountain
5133,観音寺市,かんおんじし,Kan-onji Shi,133゜ 39’,34゜ 07’,Municipality
4730,鹿屋市,かのやし,Kanoya Shi,130゜ 51’,31゜ 22’,Municipality
5939,寒風山,かんぷうざん,Kanpu Zan,139゜ 52’,39゜ 55’,Mountain
5438,甘楽町,かんらまち,Kanra Machi,138゜ 55’,36゜ 14’,Municipality
,咸臨海山,かんりんかいざん,Kanrin Kaizan,149゜ 58’,24゜ 09’,Undersea feature
5339,関東平野,かんとうへいや,Kanto Heiya,139゜ 34’,35゜ 52’,Extensive natural featur
5339,関東山地,かんとうさんち,Kanto Sanchi,139゜ 01’,35゜ 48’,Extensive natural featur
5439,鹿沼市,かぬまし,Kanuma Shi,139゜ 44’,36゜ 34’,Municipality
4930,神埼市,かんざきし,Kanzaki Shi,130゜ 22’,33゜ 18’,Municipality
4730,韓国岳,からくにだけ,Karakuni Dake,130゜ 51’,31゜ 56’,Mountain
5537,唐松岳,からまつだけ,Karamatsu Dake,137゜ 44’,36゜ 41’,Mountain
5438,烏川,からすがわ,Karasu Gawa,138゜ 47’,36゜ 24’,River
5029,唐津市,からつし,Karatsu Shi,129゜ 58’,33゜ 27’,Municipality
6339,狩場山,かりばやま,Kariba Yama,139゜ 56’,42゜ 36’,Mountain
6442,狩勝峠,かりかちとうげ,Karikachi Toge,142゜ 45’,43゜ 08’,Pass
3725,狩俣,かりまた,Karimata,125゜ 16’,24゜ 53’,Populated area
5338,雁坂峠,かりさかとうげ,Karisaka Toge,138゜ 47’,35゜ 53’,Pass
5638,刈羽村,かりわむら,Kariwa Mura,138゜ 37’,37゜ 25’,Municipality
5237,刈谷市,かりやし,Kariya Shi,137゜ 00’,34゜ 59’,Municipality
5438,軽井沢町,かるいざわまち,Karuizawa Machi,138゜ 35’,36゜ 20’,Municipality
6041,軽米町,かるまいまち,Karumai Machi,141゜ 27’,40゜ 19’,Municipality
5436,加佐岬,かさみさき,Kasa Misaki,136゜ 18’,36゜ 21’,Cape
5031,笠戸島,かさどしま,Kasado Shima,131゜ 49’,33゜ 56’,Island
5437,笠ヶ岳,かさがたけ,Kasagatake,137゜ 32’,36゜ 19’,Mountain
5235,笠置町,かさぎちょう,Kasagi Cho,135゜ 56’,34゜ 45’,Municipality
5337,笠置山,かさぎやま,Kasagi Yama,137゜ 20’,35゜ 30’,Mountain
5234,加西市,かさいし,Kasai Shi,134゜ 50’,34゜ 55’,Municipality
5440,笠間市,かさまし,Kasama Shi,140゜ 18’,36゜ 20’,Municipality
5336,笠松町,かさまつちょう,Kasamatsu Cho,136゜ 45’,35゜ 22’,Municipality
5133,笠岡市,かさおかし,Kasaoka Shi,133゜ 30’,34゜ 30’,Municipality
4229,笠利崎,かさりざき,Kasari Zaki,129゜ 41’,28゜ 32’,Cape
5032,笠取山,かさとりやま,Kasatori Yama,132゜ 54’,33゜ 33’,Mountain
5236,笠取山,かさとりやま,Kasatori Yama,136゜ 17’,34゜ 43’,Mountain
4930,嘉瀬川,かせがわ,Kase Gawa,130゜ 15’,33゜ 11’,River
,火星海山,かせいかいざん,Kasei Kaizan,136゜ 36’,21゜ 48’,Undersea feature
5135,香芝市,かしばし,Kashiba Shi,135゜ 41’,34゜ 32’,Municipality
5135,橿原市,かしはらし,Kashihara Shi,135゜ 47’,34゜ 30’,Municipality
4930,嘉島町,かしままち,Kashima Machi,130゜ 45’,32゜ 44’,Municipality
5440,鹿島灘,かしまなだ,Kashima Nada,140゜ 45’,36゜ 13’,Sea Area
4930,鹿島市,かしまし,Kashima Shi,130゜ 05’,33゜ 06’,Municipality
5340,鹿嶋市,かしまし,Kashima Shi,140゜ 38’,35゜ 57’,Municipality
5437,鹿島槍ヶ岳,かしまやりがたけ,Kashima-yarigatake,137゜ 44’,36゜ 37’,Mountain
5035,樫野崎,かしのざき,Kashino Zaki,135゜ 52’,33゜ 27’,Cape
5339,柏市,かしわし,Kashiwa Shi,139゜ 58’,35゜ 52’,Municipality
5135,柏原市,かしわらし,Kashiwara Shi,135゜ 37’,34゜ 34’,Municipality
5638,柏崎市,かしわざきし,Kashiwazaki Shi,138゜ 33’,37゜ 22’,Municipality
5539,迦葉山,かしょうざん,Kasho Zan,139゜ 03’,36゜ 45’,Mountain
5030,春日市,かすがし,Kasuga Shi,130゜ 28’,33゜ 31’,Municipality
5236,春日井市,かすがいし,Kasugai Shi,136゜ 58’,35゜ 14’,Municipality
5339,春日部市,かすかべし,Kasukabe Shi,139゜ 45’,35゜ 58’,Municipality
5440,霞ヶ浦,かすみがうら,Kasumigaura,140゜ 18’,36゜ 02’,Lake
5440,かすみがうら市,かすみがうらし,Kasumigaura Shi,140゜ 14’,36゜ 09’,Municipality
5030,粕屋町,かすやまち,Kasuya Machi,130゜ 28’,33゜ 36’,Municipality
5135,加太,かた,Kata,135゜ 04’,34゜ 15’,Populated area
5939,潟上市,かたがみし,Katagami Shi,139゜ 59’,39゜ 53’,Municipality
4931,傾山,かたむきやま,Katamuki Yama,131゜ 28’,32゜ 50’,Mountain
5235,交野市,かたのし,Katano Shi,135゜ 40’,34゜ 47’,Municipality
5439,片品川,かたしながわ,Katashina Gawa,139゜ 07’,36゜ 38’,River
5539,片品村,かたしなむら,Katashina Mura,139゜ 13’,36゜ 46’,Municipality
,片山海山,かたやまかいざん,Katayama Kaizan,147゜ 50’,25゜ 50’,Undersea feature
5436,片山津,かたやまづ,Katayamazu,136゜ 21’,36゜ 20’,Populated area
5234,加東市,かとうし,Kato Shi,134゜ 58’,34゜ 55’,Municipality
,香取海山,かとりかいざん,Katori Kaizan,143゜ 02’,36゜ 06’,Undersea feature
5340,香取市,かとりし,Katori Shi,140゜ 29’,35゜ 53’,Municipality
5029,勝本,かつもと,Katsumoto,129゜ 41’,33゜ 50’,Populated area
5135,かつらぎ町,かつらぎちょう,Katsuragi Cho,135゜ 30’,34゜ 17’,Municipality
5135,葛城山,かつらぎさん,Katsuragi San,135゜ 25’,34゜ 20’,Mountain
5135,葛城市,かつらぎし,Katsuragi Shi,135゜ 43’,34゜ 29’,Municipality
5640,葛尾村,かつらおむら,Katsurao Mura,140゜ 45’,37゜ 30’,Municipality
3927,勝連崎,かつれんさき,Katsuren Saki,127゜ 55’,26゜ 17’,Cape
5034,勝浦町,かつうらちょう,Katsuura Cho,134゜ 30’,33゜ 55’,Municipality
5034,勝浦川,かつうらがわ,Katsuura Gawa,134゜ 31’,33゜ 55’,River
5240,勝浦市,かつうらし,Katsuura Shi,140゜ 19’,35゜ 09’,Municipality
5436,勝山市,かつやまし,Katsuyama Shi,136゜ 30’,36゜ 03’,Municipality
5539,川場村,かわばむら,Kawaba Mura,139゜ 06’,36゜ 41’,Municipality
5337,川辺町,かわべちょう,Kawabe Cho,137゜ 04’,35゜ 29’,Municipality
4830,川辺川,かわべがわ,Kawabe Gawa,130゜ 50’,32゜ 17’,River
5536,河内岳,かわちだけ,Kawachi Dake,136゜ 48’,37゜ 12’,Mountain
5340,河内町,かわちまち,Kawachi Machi,140゜ 14’,35゜ 53’,Municipality
5135,河内長野市,かわちながのし,Kawachinagano Shi,135゜ 33’,34゜ 27’,Municipality
5236,川越町,かわごえちょう,Kawagoe Cho,136゜ 40’,35゜ 01’,Municipality
5339,川越市,かわごえし,Kawagoe Shi,139゜ 29’,35゜ 55’,Municipality
5338,河口湖,かわぐちこ,Kawaguchi Ko,138゜ 45’,35゜ 30’,Lake
5538,川口町,かわぐちまち,Kawaguchi Machi,138゜ 51’,37゜ 16’,Municipality
5339,川口市,かわぐちし,Kawaguchi Shi,139゜ 43’,35゜ 48’,Municipality
5135,河合町,かわいちょう,Kawai Cho,135゜ 44’,34゜ 34’,Municipality
5941,川井村,かわいむら,Kawai Mura,141゜ 40’,39゜ 36’,Municipality
4931,河地,かわじ,Kawaji,131゜ 15’,32゜ 49’,Populated area
5339,川島町,かわじままち,Kawajima Machi,139゜ 28’,35゜ 58’,Municipality
5132,川尻,かわじり,Kawajiri,132゜ 41’,34゜ 14’,Populated area
5135,川上村,かわかみむら,Kawakami Mura,135゜ 57’,34゜ 20’,Municipality
5338,川上村,かわかみむら,Kawakami Mura,138゜ 34’,35゜ 58’,Municipality
5436,川北町,かわきたまち,Kawakita Machi,136゜ 32’,36゜ 28’,Municipality
5640,川俣町,かわまたまち,Kawamata Machi,140゜ 35’,37゜ 39’,Municipality
4831,川南町,かわみなみちょう,Kawaminami Cho,131゜ 31’,32゜ 11’,Municipality
5232,川本町,かわもとまち,Kawamoto Machi,132゜ 29’,34゜ 59’,Municipality
4730,川辺町,かわなべちょう,Kawanabe Cho,130゜ 23’,31゜ 23’,Municipality
5238,川根町,かわねちょう,Kawane Cho,138゜ 04’,34゜ 56’,Municipality
5238,川根本町,かわねほんちょう,Kawanehon Cho,138゜ 04’,35゜ 02’,Municipality
5135,川西町,かわにしちょう,Kawanishi Cho,135゜ 46’,34゜ 35’,Municipality
5740,川西町,かわにしまち,Kawanishi Machi,140゜ 02’,38゜ 00’,Municipality
5235,川西市,かわにしし,Kawanishi Shi,135゜ 25’,34゜ 49’,Municipality
5133,川之江,かわのえ,Kawanoe,133゜ 34’,34゜ 01’,Populated area
5030,香春町,かわらまち,Kawara Machi,130゜ 50’,33゜ 40’,Municipality
5030,川崎町,かわさきまち,Kawasaki Machi,130゜ 48’,33゜ 35’,Municipality
5740,川崎町,かわさきまち,Kawasaki Machi,140゜ 38’,38゜ 10’,Municipality
5339,川崎市,かわさきし,Kawasaki Shi,139゜ 42’,35゜ 31’,Municipality
5130,川尻岬,かわしりみさき,Kawashiri Misaki,130゜ 58’,34゜ 26’,Cape
4930,川副町,かわそえまち,Kawasoe Machi,130゜ 19’,33゜ 11’,Municipality
4929,川棚町,かわたなちょう,Kawatana Cho,129゜ 51’,33゜ 04’,Municipality
5640,川内村,かわうちむら,Kawauchi Mura,140゜ 48’,37゜ 20’,Municipality
6544,川湯,かわゆ,Kawayu,144゜ 26’,43゜ 38’,Populated area
5238,河津町,かわづちょう,Kawazu Cho,138゜ 59’,34゜ 45’,Municipality
5338,茅ヶ岳,かやがたけ,Kayagatake,138゜ 30’,35゜ 47’,Mountain
6240,風間浦村,かざまうらむら,Kazamaura Mura,140゜ 59’,41゜ 29’,Municipality
3741,火山（硫黄）列島,かざん（いおう）れっとう,Kazan (Io) Retto,141゜ 21’,24゜ 48’,Extensive natural featur
5439,加須市,かぞし,Kazo Shi,139゜ 36’,36゜ 07’,Municipality
,一明海山,かずあきかいざん,Kazuaki Kaizan,143゜ 49’,33゜ 50’,Undersea feature
6040,鹿角市,かづのし,Kazuno Shi,140゜ 47’,40゜ 12’,Municipality
5030,桂川町,けいせんまち,Keisen Machi,130゜ 40’,33゜ 34’,Municipality
5537,毛勝山,けかちやま,Kekachi Yama,137゜ 35’,36゜ 41’,Mountain
5233,毛無山,けなしがせん,Kenashigasen,133゜ 30’,35゜ 14’,Mountain
6445,嶮暮帰島,けんぼっけとう,Kenbokke To,145゜ 06’,43゜ 03’,Island
6642,剣淵町,けんぶちちょう,Kenbuchi Cho,142゜ 21’,44゜ 05’,Municipality
3927,慶良間列島,けらまれっとう,Kerama Retto,127゜ 17’,26゜ 16’,Extensive natural featur
6545,ケラムイ崎,けらむいさき,Keramui Saki,145゜ 32’,43゜ 39’,Cape
5439,袈裟丸山,けさまるやま,Kesamaru Yama,139゜ 19’,36゜ 37’,Mountain
5841,気仙川,けせんがわ,Kesen Gawa,141゜ 37’,38゜ 59’,River
5841,気仙沼市,けせんぬまし,Kesennuma Shi,141゜ 34’,38゜ 54’,Municipality
5237,気田川,けたがわ,Keta Gawa,137゜ 55’,35゜ 05’,River
5030,芥屋,けや,Keya,130゜ 06’,33゜ 35’,Populated area
5233,吉備高原,きびこうげん,Kibi Kogen,133゜ 24’,34゜ 48’,Extensive natural featur
5233,吉備中央町,きびちゅうおうちょう,Kibichuo Cho,133゜ 41’,34゜ 51’,Municipality
5541,木戸川,きどがわ,Kido Gawa,141゜ 01’,37゜ 15’,River
5036,紀宝町,きほうちょう,Kiho Cho,136゜ 00’,33゜ 44’,Municipality
5136,紀北町,きほくちょう,Kihoku Cho,136゜ 13’,34゜ 06’,Municipality
4932,鬼北町,きほくちょう,Kihoku Cho,132゜ 41’,33゜ 15’,Municipality
5035,紀伊半島,きいはんとう,Kii Hanto,135゜ 40’,33゜ 52’,Extensive natural featur
5135,紀伊山地,きいさんち,Kii Sanchi,135゜ 29’,34゜ 08’,Extensive natural featur
5034,紀伊水道,きいすいどう,Kii Suido,134゜ 51’,33゜ 51’,Sea Area
5538,木島平村,きじまだいらむら,Kijimadaira Mura,138゜ 24’,36゜ 51’,Municipality
4831,木城町,きじょうちょう,Kijo Cho,131゜ 28’,32゜ 09’,Municipality
4229,喜界町,きかいちょう,Kikai Cho,129゜ 56’,28゜ 19’,Municipality
,喜界海盆,きかいかいぼん,Kikai Kaibon,132゜ 10’,29゜ 20’,Undersea feature
4229,喜界島,きかいしま,Kikai Shima,129゜ 59’,28゜ 20’,Island
6240,木古内町,きこないちょう,Kikonai Cho,140゜ 26’,41゜ 40’,Municipality
5138,菊川,きくがわ,Kiku Gawa,138゜ 03’,34゜ 38’,River
